mlbamId,player,normalizedName,team,position,age,dynastyCompositePct,dynastyCompositeRank,sourceCoverage,sourcesRanked,disagreementPctStdDev,rankStdDev,rankRange,bestSource,bestRank,worstSource,worstRank,highestSourcePct,lowestSourcePct,compositeConfidence,contextLabels,fantasyprosRank,fantasyprosDepth,fantasyprosPct,rotowireRank,rotowireDepth,rotowirePct,fantraxRank,fantraxDepth,fantraxPct,rotoballerRank,rotoballerDepth,rotoballerPct,harryknowsballRank,harryknowsballDepth,harryknowsballPct
691019,Kyle Teel,kyle teel,CWS,C,,0.426615,198,2,fantasypros|fantrax,0.149023,0.0,0,FantasyPros,217,FantasyPros,217,0.575639,0.277592,medium coverage,Neutral Context,217,300,0.277592,,,,217,510,0.575639,,,,,,
445276,Kenley Jansen,kenley jansen,DET,RP,,0.424361,199,1,fantrax,0.0,0.0,0,FantraxHQ,294,FantraxHQ,294,0.424361,0.424361,one-source flyer,One-Source Flyer,,,,,,,294,510,0.424361,,,,,,
813349,Connelly Early,connelly early,BOS,SP,,0.423858,200,2,fantrax|rotoballer,0.077124,62.0,124,RotoBaller Eric Cross,131,FantraxHQ,255,0.500982,0.346734,medium coverage,Neutral Context,,,,,,,255,510,0.500982,131,200,0.346734,,,
621043,Carlos Correa,carlos correa,HOU,SS,31,0.422397,201,1,fantrax,0.0,0.0,0,FantraxHQ,295,FantraxHQ,295,0.422397,0.422397,one-source flyer,One-Source Flyer,,,,,,,295,510,0.422397,,,,,,
676475,Alec Burleson,alec burleson,STL,1B,27,0.421232,202,2,fantrax|rotoballer,0.089574,58.0,116,RotoBaller Eric Cross,134,FantraxHQ,250,0.510806,0.331658,medium coverage,Neutral Context,,,,,,,250,510,0.510806,134,200,0.331658,,,
681343,Shane Smith,shane smith,CWS,RP,,0.418468,203,1,fantrax,0.0,0.0,0,FantraxHQ,297,FantraxHQ,297,0.418468,0.418468,one-source flyer,One-Source Flyer,,,,,,,297,510,0.418468,,,,,,
571970,Max Muncy,max muncy,LAD,,35,0.416503,204,1,fantrax,0.0,0.0,0,FantraxHQ,298,FantraxHQ,298,0.416503,0.416503,one-source flyer,One-Source Flyer,,,,,,,298,510,0.416503,,,,,,
656305,Matt Chapman,matt chapman,SF,3B,33,0.41511,205,2,fantasypros|fantrax,0.298053,59.0,118,FantraxHQ,147,FantasyPros,265,0.713163,0.117057,medium coverage,Market Split,265,300,0.117057,,,,147,510,0.713163,,,,,,
681297,Colton Cowser,colton cowser,,,26,0.414933,206,2,fantasypros|fantrax,0.127307,10.0,20,FantasyPros,214,FantraxHQ,234,0.54224,0.287625,medium coverage,Neutral Context,214,300,0.287625,,,,234,510,0.54224,,,,,,
595777,Jurickson Profar,jurickson profar,ATL,OF,33,0.408644,207,1,fantrax,0.0,0.0,0,FantraxHQ,302,FantraxHQ,302,0.408644,0.408644,one-source flyer,One-Source Flyer,,,,,,,302,510,0.408644,,,,,,
694037,Daniel Palencia,daniel palencia,CHC,RP,,0.40668,208,1,fantrax,0.0,0.0,0,FantraxHQ,303,FantraxHQ,303,0.40668,0.40668,one-source flyer,One-Source Flyer,,,,,,,303,510,0.40668,,,,,,
673357,Luis Robert Jr.,luis robert,NYM,OF,28,0.404553,209,3,fantasypros|fantrax|rotoballer,0.2693,15.797,34,FantraxHQ,157,RotoBaller Eric Cross,191,0.693517,0.045226,medium coverage,Market Split,158,300,0.474916,,,,157,510,0.693517,191,200,0.045226,,,
666139,Josh Lowe,josh lowe,LAA,OF,28,0.40275,210,1,fantrax,0.0,0.0,0,FantraxHQ,305,FantraxHQ,305,0.40275,0.40275,one-source flyer,One-Source Flyer,,,,,,,305,510,0.40275,,,,,,
621493,Taylor Ward,taylor ward,BAL,,32,0.402301,211,2,fantrax|rotoballer,0.181196,28.5,57,RotoBaller Eric Cross,156,FantraxHQ,213,0.583497,0.221106,medium coverage,Market Split,,,,,,,213,510,0.583497,156,200,0.221106,,,
593871,Jorge Polanco,jorge polanco,NYM,2B/3B,32,0.400786,212,1,fantrax,0.0,0.0,0,FantraxHQ,306,FantraxHQ,306,0.400786,0.400786,one-source flyer,One-Source Flyer,,,,,,,306,510,0.400786,,,,,,
673540,Kodai Senga,kodai senga,NYM,SP,,0.400034,213,2,fantasypros|fantrax,0.065585,36.5,73,FantasyPros,200,FantraxHQ,273,0.465619,0.334448,medium coverage,Neutral Context,200,300,0.334448,,,,273,510,0.465619,,,,,,
605540,Brandon Woodruff,brandon woodruff,MIL,SP,,0.399064,214,2,fantasypros|fantrax,0.188362,13.0,26,FantraxHQ,211,FantasyPros,237,0.587426,0.210702,medium coverage,Market Split,237,300,0.210702,,,,211,510,0.587426,,,,,,
800050,Chase DeLauter,chase delauter,CLE,,24,0.398036,215,3,fantasypros|fantrax|rotoballer,0.142631,118.418,289,RotoBaller Eric Cross,81,FantraxHQ,370,0.59799,0.275049,medium coverage,Neutral Context,204,300,0.32107,,,,370,510,0.275049,81,200,0.59799,,,
606192,Teoscar Hernández,teoscar hernandez,LAD,,33,0.397693,216,3,fantasypros|fantrax|rotoballer,0.249846,21.649,52,FantraxHQ,142,FantasyPros,194,0.722986,0.115578,medium coverage,Market Split,194,300,0.354515,,,,142,510,0.722986,177,200,0.115578,,,
678662,Ezequiel Tovar,ezequiel tovar,COL,SS,24,0.396935,217,2,fantasypros|fantrax,0.13941,7.0,14,FantasyPros,223,FantraxHQ,237,0.536346,0.257525,medium coverage,Neutral Context,223,300,0.257525,,,,237,510,0.536346,,,,,,
700363,AJ Smith-Shawver,aj smith shawver,ATL,RP,,0.396748,218,2,fantasypros|fantrax,0.125845,12.5,25,FantasyPros,219,FantraxHQ,244,0.522593,0.270903,medium coverage,Neutral Context,219,300,0.270903,,,,244,510,0.522593,,,,,,
543135,Nathan Eovaldi,nathan eovaldi,TEX,SP,,0.394422,219,2,fantasypros|fantrax,0.220509,25.5,51,FantraxHQ,197,FantasyPros,248,0.614931,0.173913,medium coverage,Market Split,248,300,0.173913,,,,197,510,0.614931,,,,,,
657006,Justin Steele,justin steele,CHC,SP,,0.393837,220,2,fantasypros|fantrax,0.213235,22.5,45,FantraxHQ,201,FantasyPros,246,0.607073,0.180602,medium coverage,Market Split,246,300,0.180602,,,,201,510,0.607073,,,,,,
677952,Braxton Ashcraft,braxton ashcraft,PIT,SP,,0.392927,221,1,fantrax,0.0,0.0,0,FantraxHQ,310,FantraxHQ,310,0.392927,0.392927,one-source flyer,One-Source Flyer,,,,,,,310,510,0.392927,,,,,,
676617,Riley O'Brien,riley o brien,STL,SP,,0.390963,222,1,fantrax,0.0,0.0,0,FantraxHQ,311,FantraxHQ,311,0.390963,0.390963,one-source flyer,One-Source Flyer,,,,,,,311,510,0.390963,,,,,,
663460,Kris Bubic,kris bubic,KC,SP,,0.390176,223,3,fantasypros|fantrax|rotoballer,0.254367,11.146,27,FantasyPros,163,RotoBaller Eric Cross,190,0.662083,0.050251,medium coverage,Market Split,163,300,0.458194,,,,173,510,0.662083,190,200,0.050251,,,
601713,Nick Pivetta,nick pivetta,SD,SP,,0.389431,224,3,fantasypros|fantrax|rotoballer,0.265312,39.606,97,FantraxHQ,124,FantasyPros,221,0.75835,0.145729,medium coverage,Market Split,221,300,0.264214,,,,124,510,0.75835,171,200,0.145729,,,
521692,Salvador Perez,salvador perez,KC,C,36,0.388998,225,1,fantrax,0.0,0.0,0,FantraxHQ,312,FantraxHQ,312,0.388998,0.388998,one-source flyer,One-Source Flyer,,,,,,,312,510,0.388998,,,,,,
669194,Ryne Nelson,ryne nelson,ARI,SP,,0.387033,226,1,fantrax,0.0,0.0,0,FantraxHQ,313,FantraxHQ,313,0.387033,0.387033,one-source flyer,One-Source Flyer,,,,,,,313,510,0.387033,,,,,,
686217,Sal Frelick,sal frelick,MIL,OF,26,0.384786,227,2,fantasypros|fantrax,0.224251,26.0,52,FantraxHQ,200,FantasyPros,252,0.609037,0.160535,medium coverage,Market Split,252,300,0.160535,,,,200,510,0.609037,,,,,,
668678,Zac Gallen,zac gallen,ARI,SP,,0.381826,228,2,fantasypros|fantrax,0.097545,25.5,51,FantasyPros,215,FantraxHQ,266,0.479371,0.284281,medium coverage,Neutral Context,215,300,0.284281,,,,266,510,0.479371,,,,,,
695491,Joshua Baez,joshua baez,STL,OF,,0.37721,229,1,fantrax,0.0,0.0,0,FantraxHQ,318,FantraxHQ,318,0.37721,0.37721,one-source flyer,One-Source Flyer,,,,,,,318,510,0.37721,,,,,,
690990,Cade Horton,cade horton,CHC,SP,,0.375396,230,3,fantasypros|fantrax|rotoballer,0.220649,11.842,29,FantasyPros,170,FantraxHQ,199,0.611002,0.080402,medium coverage,Market Split,170,300,0.434783,,,,199,510,0.611002,184,200,0.080402,,,
702332,Caleb Durbin,caleb durbin,BOS,,26,0.375246,231,1,fantrax,0.0,0.0,0,FantraxHQ,319,FantraxHQ,319,0.375246,0.375246,one-source flyer,One-Source Flyer,,,,,,,319,510,0.375246,,,,,,
837227,Tatsuya Imai,tatsuya imai,HOU,SP,,0.373962,232,2,fantrax|rotoballer,0.313661,14.0,28,FantraxHQ,160,RotoBaller Eric Cross,188,0.687623,0.060302,medium coverage,Market Split,,,,,,,160,510,0.687623,188,200,0.060302,,,
663757,Trent Grisham,trent grisham,NYY,,29,0.369352,233,1,fantrax,0.0,0.0,0,FantraxHQ,322,FantraxHQ,322,0.369352,0.369352,one-source flyer,One-Source Flyer,,,,,,,322,510,0.369352,,,,,,
805673,Zebby Matthews,zebby matthews,MIN,SP,,0.367992,234,2,fantasypros|fantrax,0.060299,42.0,84,FantasyPros,208,FantraxHQ,292,0.428291,0.307692,medium coverage,Neutral Context,208,300,0.307692,,,,292,510,0.428291,,,,,,
592332,Kevin Gausman,kevin gausman,TOR,SP,,0.367456,235,2,fantasypros|fantrax,0.267122,41.5,83,FantraxHQ,187,FantasyPros,270,0.634578,0.100334,medium coverage,Market Split,270,300,0.100334,,,,187,510,0.634578,,,,,,
806198,Cooper Pratt,cooper pratt,MIL,SS,,0.367387,236,1,fantrax,0.0,0.0,0,FantraxHQ,323,FantraxHQ,323,0.367387,0.367387,one-source flyer,One-Source Flyer,,,,,,,323,510,0.367387,,,,,,
668901,Mark Vientos,mark vientos,NYM,1B,26,0.360064,237,2,fantasypros|fantrax,0.152706,5.5,11,FantasyPros,238,FantraxHQ,249,0.51277,0.207358,medium coverage,Neutral Context,238,300,0.207358,,,,249,510,0.51277,,,,,,
695734,Daylen Lile,daylen lile,WSH,OF,23,0.358699,238,2,fantrax|rotoballer,0.258197,8.0,16,RotoBaller Eric Cross,180,FantraxHQ,196,0.616896,0.100503,medium coverage,Market Split,,,,,,,196,510,0.616896,180,200,0.100503,,,
683011,Anthony Volpe,anthony volpe,,,25,0.355701,239,2,fantasypros|fantrax,0.064731,41.5,83,FantasyPros,213,FantraxHQ,296,0.420432,0.29097,medium coverage,Neutral Context,213,300,0.29097,,,,296,510,0.420432,,,,,,
656427,Jack Flaherty,jack flaherty,DET,SP,,0.355445,240,2,fantasypros|fantrax,0.151431,6.5,13,FantasyPros,239,FantraxHQ,252,0.506876,0.204013,medium coverage,Neutral Context,239,300,0.204013,,,,252,510,0.506876,,,,,,
656546,Jeff Hoffman,jeff hoffman,TOR,RP,,0.353635,241,1,fantrax,0.0,0.0,0,FantraxHQ,330,FantraxHQ,330,0.353635,0.353635,one-source flyer,One-Source Flyer,,,,,,,330,510,0.353635,,,,,,
676391,Ernie Clement,ernie clement,TOR,2B/SS,30,0.349705,242,1,fantrax,0.0,0.0,0,FantraxHQ,332,FantraxHQ,332,0.349705,0.349705,one-source flyer,One-Source Flyer,,,,,,,332,510,0.349705,,,,,,
663554,Casey Mize,casey mize,DET,SP,,0.347691,243,2,fantasypros|fantrax,0.133645,14.5,29,FantasyPros,236,FantraxHQ,265,0.481336,0.214047,medium coverage,Neutral Context,236,300,0.214047,,,,265,510,0.481336,,,,,,
605397,Joe Musgrove,joe musgrove,SD,SP,,0.345776,244,1,fantrax,0.0,0.0,0,FantraxHQ,334,FantraxHQ,334,0.345776,0.345776,one-source flyer,One-Source Flyer,,,,,,,334,510,0.345776,,,,,,
682626,Francisco Alvarez,francisco alvarez,NYM,C,,0.345352,245,2,fantasypros|fantrax,0.10455,26.5,53,FantasyPros,228,FantraxHQ,281,0.449902,0.240803,medium coverage,Neutral Context,228,300,0.240803,,,,281,510,0.449902,,,,,,
695600,Carter Jensen,carter jensen,KC,C,22,0.344759,246,2,fantrax|rotoballer,0.173905,40.0,80,RotoBaller Eric Cross,166,FantraxHQ,246,0.518664,0.170854,medium coverage,Neutral Context,,,,,,,246,510,0.518664,166,200,0.170854,,,
808982,Jung Hoo Lee,jung hoo lee,SF,OF,27,0.337645,247,2,fantasypros|fantrax,0.019919,61.5,123,FantasyPros,205,FantraxHQ,328,0.357564,0.317726,medium coverage,Neutral Context,205,300,0.317726,,,,328,510,0.357564,,,,,,
676974,Max Meyer,max meyer,MIA,SP,,0.33753,248,2,fantasypros|fantrax,0.187028,6.0,12,FantraxHQ,243,FantasyPros,255,0.524558,0.150502,medium coverage,Market Split,255,300,0.150502,,,,243,510,0.524558,,,,,,
572233,Christian Walker,christian walker,HOU,1B,35,0.335953,249,1,fantrax,0.0,0.0,0,FantraxHQ,339,FantraxHQ,339,0.335953,0.335953,one-source flyer,One-Source Flyer,,,,,,,339,510,0.335953,,,,,,
676440,Tanner Bibee,tanner bibee,CLE,SP,,0.333618,250,3,fantasypros|fantrax|rotoballer,0.247175,9.416,22,FantasyPros,182,FantraxHQ,204,0.601179,0.005025,medium coverage,Market Split,182,300,0.394649,,,,204,510,0.601179,199,200,0.005025,,,
621020,Dansby Swanson,dansby swanson,CHC,SS,32,0.332303,251,2,fantasypros|fantrax,0.211901,15.5,31,FantraxHQ,233,FantasyPros,264,0.544204,0.120401,medium coverage,Market Split,264,300,0.120401,,,,233,510,0.544204,,,,,,
608032,Carlos Estevez,carlos estevez,KC,RP,,0.332024,252,1,fantrax,0.0,0.0,0,FantraxHQ,341,FantraxHQ,341,0.332024,0.332024,one-source flyer,One-Source Flyer,,,,,,,341,510,0.332024,,,,,,
607043,Brandon Nimmo,brandon nimmo,TEX,OF,33,0.329678,253,3,fantasypros|fantrax|rotoballer,0.211764,60.068,147,RotoBaller Eric Cross,133,FantasyPros,280,0.585462,0.06689,medium coverage,Market Split,280,300,0.06689,,,,212,510,0.585462,133,200,0.336683,,,
678394,Brayan Bello,brayan bello,BOS,SP,,0.329425,254,2,fantasypros|fantrax,0.108689,26.5,53,FantasyPros,234,FantraxHQ,287,0.438114,0.220736,medium coverage,Neutral Context,234,300,0.220736,,,,287,510,0.438114,,,,,,
593428,Xander Bogaerts,xander bogaerts,SD,SS,33,0.328094,255,1,fantrax,0.0,0.0,0,FantraxHQ,343,FantraxHQ,343,0.328094,0.328094,one-source flyer,One-Source Flyer,,,,,,,343,510,0.328094,,,,,,
801403,Chase Dollander,chase dollander,COL,RP,,0.32613,256,1,fantrax,0.0,0.0,0,FantraxHQ,344,FantraxHQ,344,0.32613,0.32613,one-source flyer,One-Source Flyer,,,,,,,344,510,0.32613,,,,,,
694462,Hurston Waldrep,hurston waldrep,ATL,SP,,0.325906,257,2,fantasypros|fantrax,0.222227,19.0,38,FantraxHQ,231,FantasyPros,269,0.548134,0.103679,medium coverage,Market Split,269,300,0.103679,,,,231,510,0.548134,,,,,,
683734,Andrew Vaughn,andrew vaughn,MIL,1B,28,0.324165,258,1,fantrax,0.0,0.0,0,FantraxHQ,345,FantraxHQ,345,0.324165,0.324165,one-source flyer,One-Source Flyer,,,,,,,345,510,0.324165,,,,,,
694208,Moises Ballesteros,moises ballesteros,CHC,C,22,0.322361,259,2,fantasypros|fantrax,0.088248,35.5,71,FantasyPros,230,FantraxHQ,301,0.410609,0.234114,medium coverage,Neutral Context,230,300,0.234114,,,,301,510,0.410609,,,,,,
675512,Troy Melton,troy melton,DET,SP,,0.3222,260,1,fantrax,0.0,0.0,0,FantraxHQ,346,FantraxHQ,346,0.3222,0.3222,one-source flyer,One-Source Flyer,,,,,,,346,510,0.3222,,,,,,
656876,Drew Rasmussen,drew rasmussen,TB,SP,,0.321329,261,3,fantasypros|fantrax|rotoballer,0.263181,36.353,86,FantraxHQ,159,FantasyPros,245,0.689587,0.090452,medium coverage,Market Split,245,300,0.183946,,,,159,510,0.689587,182,200,0.090452,,,
664023,Ian Happ,ian happ,CHC,OF,31,0.319268,262,3,fantasypros|fantrax|rotoballer,0.196273,23.907,58,RotoBaller Eric Cross,173,FantasyPros,231,0.591356,0.135678,medium coverage,Market Split,231,300,0.230769,,,,209,510,0.591356,173,200,0.135678,,,
650490,Yandy Díaz,yandy diaz,TB,,34,0.318876,263,3,fantasypros|fantrax|rotoballer,0.23921,59.867,144,RotoBaller Eric Cross,143,FantasyPros,287,0.626719,0.043478,medium coverage,Market Split,287,300,0.043478,,,,191,510,0.626719,143,200,0.286432,,,
669242,Tommy Edman,tommy edman,,,31,0.318271,264,1,fantrax,0.0,0.0,0,FantraxHQ,348,FantraxHQ,348,0.318271,0.318271,one-source flyer,One-Source Flyer,,,,,,,348,510,0.318271,,,,,,
650402,Gleyber Torres,gleyber torres,DET,2B,29,0.313182,265,2,fantasypros|fantrax,0.142614,14.5,29,FantasyPros,249,FantraxHQ,278,0.455796,0.170569,medium coverage,Neutral Context,249,300,0.170569,,,,278,510,0.455796,,,,,,
691799,Grant Taylor,grant taylor,CWS,RP,,0.312377,266,1,fantrax,0.0,0.0,0,FantraxHQ,351,FantraxHQ,351,0.312377,0.312377,one-source flyer,One-Source Flyer,,,,,,,351,510,0.312377,,,,,,
656550,Grant Holmes,grant holmes,ATL,SP,,0.310413,267,1,fantrax,0.0,0.0,0,FantraxHQ,352,FantraxHQ,352,0.310413,0.310413,one-source flyer,One-Source Flyer,,,,,,,352,510,0.310413,,,,,,
623993,Anthony Santander,anthony santander,TOR,OF,31,0.308448,268,1,fantrax,0.0,0.0,0,FantraxHQ,353,FantraxHQ,353,0.308448,0.308448,one-source flyer,One-Source Flyer,,,,,,,353,510,0.308448,,,,,,
669364,Xavier Edwards,xavier edwards,MIA,2B,26,0.308185,269,3,fantasypros|fantrax|rotoballer,0.180044,43.043,103,RotoBaller Eric Cross,155,FantasyPros,258,0.557957,0.140468,medium coverage,Market Split,258,300,0.140468,,,,226,510,0.557957,155,200,0.226131,,,
663158,Robert Suarez,robert suarez,ATL,RP,,0.306483,270,1,fantrax,0.0,0.0,0,FantraxHQ,354,FantraxHQ,354,0.306483,0.306483,one-source flyer,One-Source Flyer,,,,,,,354,510,0.306483,,,,,,
695611,Gage Jump,gage jump,ATH,SP,,0.304519,271,1,fantrax,0.0,0.0,0,FantraxHQ,355,FantraxHQ,355,0.304519,0.304519,one-source flyer,One-Source Flyer,,,,,,,355,510,0.304519,,,,,,
661563,Luis Gil,luis gil,NYY,SP,,0.304305,272,2,fantasypros|fantrax,0.043436,55.5,111,FantasyPros,222,FantraxHQ,333,0.347741,0.26087,medium coverage,Neutral Context,222,300,0.26087,,,,333,510,0.347741,,,,,,
702273,Noah Schultz,noah schultz,CWS,SP,,0.301322,273,2,fantasypros|fantrax,0.049849,93.5,187,FantasyPros,195,FantraxHQ,382,0.351171,0.251473,medium coverage,Neutral Context,195,300,0.351171,,,,382,510,0.251473,,,,,,
669456,Shane Bieber,shane bieber,TOR,SP,,0.300182,274,3,fantasypros|fantrax|rotoballer,0.265875,17.594,43,FantraxHQ,181,FantasyPros,224,0.646365,0.0,medium coverage,Market Split,224,300,0.254181,,,,181,510,0.646365,200,200,0.0,,,
683004,Jack Leiter,jack leiter,TEX,SP,,0.299594,275,2,fantasypros|fantrax,0.175848,2.5,5,FantasyPros,263,FantraxHQ,268,0.475442,0.123746,medium coverage,Neutral Context,263,300,0.123746,,,,268,510,0.475442,,,,,,
571510,Matthew Boyd,matthew boyd,CHC,SP,,0.29666,276,1,fantrax,0.0,0.0,0,FantraxHQ,359,FantraxHQ,359,0.29666,0.29666,one-source flyer,One-Source Flyer,,,,,,,359,510,0.29666,,,,,,
672386,Alejandro Kirk,alejandro kirk,TOR,C,27,0.295619,277,2,fantasypros|fantrax,0.238762,22.5,45,FantraxHQ,238,FantasyPros,283,0.534381,0.056856,medium coverage,Market Split,283,300,0.056856,,,,238,510,0.534381,,,,,,
670242,Matt Wallner,matt wallner,MIN,OF,,0.294695,278,1,fantrax,0.0,0.0,0,FantraxHQ,360,FantraxHQ,360,0.294695,0.294695,one-source flyer,One-Source Flyer,,,,,,,360,510,0.294695,,,,,,
690993,Colt Keith,colt keith,DET,3B,24,0.292764,279,2,fantasypros|fantrax,0.102128,33.0,66,FantasyPros,243,FantraxHQ,309,0.394892,0.190635,medium coverage,Neutral Context,243,300,0.190635,,,,309,510,0.394892,,,,,,
673962,Josh Jung,josh jung,TEX,3B,28,0.292731,280,1,fantrax,0.0,0.0,0,FantraxHQ,361,FantraxHQ,361,0.292731,0.292731,one-source flyer,One-Source Flyer,,,,,,,361,510,0.292731,,,,,,
687597,Jordan Beck,jordan beck,COL,OF,25,0.291128,281,2,fantasypros|fantrax,0.194138,4.0,8,FantraxHQ,263,FantasyPros,271,0.485265,0.09699,medium coverage,Market Split,271,300,0.09699,,,,263,510,0.485265,,,,,,
702070,Noah Cameron,noah cameron,KC,SP,,0.290671,282,2,fantasypros|fantrax,0.143514,16.5,33,FantasyPros,256,FantraxHQ,289,0.434185,0.147157,medium coverage,Neutral Context,256,300,0.147157,,,,289,510,0.434185,,,,,,
681082,Bryson Stott,bryson stott,PHI,2B,28,0.289748,283,2,fantasypros|fantrax,0.199447,6.0,12,FantraxHQ,261,FantasyPros,273,0.489194,0.090301,medium coverage,Market Split,273,300,0.090301,,,,261,510,0.489194,,,,,,
695681,Christian Moore,christian moore,LAA,2B,,0.289068,284,2,fantasypros|fantrax,0.044921,56.5,113,FantasyPros,227,FantraxHQ,340,0.333988,0.244147,medium coverage,Neutral Context,227,300,0.244147,,,,340,510,0.333988,,,,,,
806960,Luis Morales,luis morales,ATH,SP,,0.288802,285,1,fantrax,0.0,0.0,0,FantraxHQ,363,FantraxHQ,363,0.288802,0.288802,one-source flyer,One-Source Flyer,,,,,,,363,510,0.288802,,,,,,
640448,Kyle Finnegan,kyle finnegan,DET,RP,,0.286837,286,1,fantrax,0.0,0.0,0,FantraxHQ,364,FantraxHQ,364,0.286837,0.286837,one-source flyer,One-Source Flyer,,,,,,,364,510,0.286837,,,,,,
702281,Robby Snelling,robby snelling,MIA,SP,,0.281446,287,2,fantasypros|fantrax,0.264723,31.5,63,FantraxHQ,232,FantasyPros,295,0.546169,0.016722,medium coverage,Market Split,295,300,0.016722,,,,232,510,0.546169,,,,,,
664126,Pete Fairbanks,pete fairbanks,MIA,RP,,0.278978,288,1,fantrax,0.0,0.0,0,FantraxHQ,368,FantraxHQ,368,0.278978,0.278978,one-source flyer,One-Source Flyer,,,,,,,368,510,0.278978,,,,,,
680977,Brendan Donovan,brendan donovan,,,29,0.276685,289,2,fantasypros|fantrax,0.18304,2.0,4,FantasyPros,272,FantraxHQ,276,0.459725,0.093645,medium coverage,Market Split,272,300,0.093645,,,,276,510,0.459725,,,,,,
694497,Evan Carter,evan carter,TEX,OF,23,0.275023,290,2,fantasypros|fantrax,0.027531,65.0,130,FantasyPros,226,FantraxHQ,356,0.302554,0.247492,medium coverage,Neutral Context,226,300,0.247492,,,,356,510,0.302554,,,,,,
671213,Triston Casas,triston casas,,,26,0.271317,291,2,fantasypros|fantrax,0.127504,25.0,50,FantasyPros,257,FantraxHQ,307,0.398821,0.143813,medium coverage,Neutral Context,257,300,0.143813,,,,307,510,0.398821,,,,,,
668804,Bryan Reynolds,bryan reynolds,PIT,,31,0.270745,292,2,fantasypros|fantrax,0.243989,22.0,44,FantraxHQ,248,FantasyPros,292,0.514735,0.026756,medium coverage,Market Split,292,300,0.026756,,,,248,510,0.514735,,,,,,
668715,Spencer Steer,spencer steer,CIN,1B/2B,28,0.269457,293,2,fantasypros|fantrax,0.115611,30.0,60,FantasyPros,254,FantraxHQ,314,0.385069,0.153846,medium coverage,Neutral Context,254,300,0.153846,,,,314,510,0.385069,,,,,,
694297,Brandon Pfaadt,brandon pfaadt,ARI,RP,,0.269155,294,1,fantrax,0.0,0.0,0,FantraxHQ,373,FantraxHQ,373,0.269155,0.269155,one-source flyer,One-Source Flyer,,,,,,,373,510,0.269155,,,,,,
518876,Merrill Kelly,merrill kelly,ARI,SP,,0.267191,295,1,fantrax,0.0,0.0,0,FantraxHQ,374,FantraxHQ,374,0.267191,0.267191,one-source flyer,One-Source Flyer,,,,,,,374,510,0.267191,,,,,,
666969,Adolis Garcia,adolis garcia,PHI,OF,33,0.263261,296,1,fantrax,0.0,0.0,0,FantraxHQ,376,FantraxHQ,376,0.263261,0.263261,one-source flyer,One-Source Flyer,,,,,,,376,510,0.263261,,,,,,
664040,Brandon Lowe,brandon lowe,PIT,,31,0.261144,297,3,fantasypros|fantrax|rotoballer,0.18456,42.303,99,RotoBaller Eric Cross,169,FantasyPros,268,0.520629,0.107023,medium coverage,Market Split,268,300,0.107023,,,,245,510,0.520629,169,200,0.155779,,,
673490,Ha-Seong Kim,ha seong kim,ATL,SS,30,0.259332,298,1,fantrax,0.0,0.0,0,FantraxHQ,378,FantraxHQ,378,0.259332,0.259332,one-source flyer,One-Source Flyer,,,,,,,378,510,0.259332,,,,,,
682990,Quinn Priester,quinn priester,MIL,SP,,0.258875,299,2,fantasypros|fantrax,0.208708,6.5,13,FantraxHQ,272,FantasyPros,285,0.467583,0.050167,medium coverage,Market Split,285,300,0.050167,,,,272,510,0.467583,,,,,,
694738,Landen Roupp,landen roupp,SF,RP,,0.255403,300,1,fantrax,0.0,0.0,0,FantraxHQ,380,FantraxHQ,380,0.255403,0.255403,one-source flyer,One-Source Flyer,,,,,,,380,510,0.255403,,,,,,
701542,Will Warren,will warren,NYY,SP,,0.255202,301,2,fantasypros|fantrax,0.118079,30.5,61,FantasyPros,259,FantraxHQ,320,0.373281,0.137124,medium coverage,Neutral Context,259,300,0.137124,,,,320,510,0.373281,,,,,,
676282,Joey Cantillo,joey cantillo,CLE,SP,,0.253438,302,1,fantrax,0.0,0.0,0,FantraxHQ,381,FantraxHQ,381,0.253438,0.253438,one-source flyer,One-Source Flyer,,,,,,,381,510,0.253438,,,,,,
681351,Logan O'Hoppe,logan o hoppe,LAA,C,26,0.250547,303,2,fantasypros|fantrax,0.026467,68.0,136,FantasyPros,233,FantraxHQ,369,0.277014,0.22408,medium coverage,Neutral Context,233,300,0.22408,,,,369,510,0.277014,,,,,,
667755,Jose Soriano,jose soriano,LAA,SP,,0.248512,304,2,fantrax|rotoballer,0.032431,105.0,210,RotoBaller Eric Cross,157,FantraxHQ,367,0.280943,0.21608,medium coverage,Neutral Context,,,,,,,367,510,0.280943,157,200,0.21608,,,
805367,Chase Meidroth,chase meidroth,CWS,2B,24,0.247544,305,1,fantrax,0.0,0.0,0,FantraxHQ,384,FantraxHQ,384,0.247544,0.247544,one-source flyer,One-Source Flyer,,,,,,,384,510,0.247544,,,,,,
670770,TJ Friedl,tj friedl,CIN,OF,30,0.24558,306,1,fantrax,0.0,0.0,0,FantraxHQ,385,FantraxHQ,385,0.24558,0.24558,one-source flyer,One-Source Flyer,,,,,,,385,510,0.24558,,,,,,
702222,Justin Crawford,justin crawford,PHI,OF,22,0.24373,307,2,fantasypros|fantrax,0.076506,48.5,97,FantasyPros,250,FantraxHQ,347,0.320236,0.167224,medium coverage,Neutral Context,250,300,0.167224,,,,347,510,0.320236,,,,,,
